Subfigure,Element,Attribute,Value
C,625,Y,0.06706887310432191
C,625,TaxonomyLevel,Umbrella
C,625,TaxonomyValue,Medicine and Health
C,626,X,0.2
C,626,Y,0.06740198687627036
C,626,TaxonomyLevel,Umbrella
C,626,TaxonomyValue,Medicine and Health
C,627,X,0.21
C,627,Y,0.0677366350119684
C,627,TaxonomyLevel,Umbrella
C,627,TaxonomyValue,Medicine and Health
C,628,X,0.22
C,628,Y,0.06807282338372679
C,628,TaxonomyLevel,Umbrella
C,628,TaxonomyValue,Medicine and Health
C,629,X,0.23
C,629,Y,0.06841055787438165
C,629,TaxonomyLevel,Umbrella
C,629,TaxonomyValue,Medicine and Health
C,630,X,0.24
C,630,Y,0.06874984437718225
C,630,TaxonomyLevel,Umbrella
C,630,TaxonomyValue,Medicine and Health
C,631,X,0.25
C,631,Y,0.06909068879567784
C,631,TaxonomyLevel,Umbrella
C,631,TaxonomyValue,Medicine and Health
C,632,X,0.26
C,632,Y,0.06943309704360213
C,632,TaxonomyLevel,Umbrella
C,632,TaxonomyValue,Medicine and Health
C,633,X,0.27
C,633,Y,0.06977707504475646
C,633,TaxonomyLevel,Umbrella
C,633,TaxonomyValue,Medicine and Health
C,634,X,0.28
C,634,Y,0.07012262873289121
C,634,TaxonomyLevel,Umbrella
C,634,TaxonomyValue,Medicine and Health
C,635,X,0.29
C,635,Y,0.07046976405158538
C,635,TaxonomyLevel,Umbrella
C,635,TaxonomyValue,Medicine and Health
C,636,X,0.3
C,636,Y,0.07081848695412461
C,636,TaxonomyLevel,Umbrella
C,636,TaxonomyValue,Medicine and Health
C,637,X,0.31
C,637,Y,0.07116880340337733
C,637,TaxonomyLevel,Umbrella
C,637,TaxonomyValue,Medicine and Health
C,638,X,0.32
C,638,Y,0.0715207193716691
C,638,TaxonomyLevel,Umbrella
C,638,TaxonomyValue,Medicine and Health
C,639,X,0.33
C,639,Y,0.07187424084065545
C,639,TaxonomyLevel,Umbrella
C,639,TaxonomyValue,Medicine and Health
C,640,X,0.34
C,640,Y,0.07222937380119265
C,640,TaxonomyLevel,Umbrella
C,640,TaxonomyValue,Medicine and Health
C,641,X,0.35000000000000003
C,641,Y,0.07258612425320694
C,641,TaxonomyLevel,Umbrella
C,641,TaxonomyValue,Medicine and Health
C,642,X,0.36
C,642,Y,0.07294449820556168
C,642,TaxonomyLevel,Umbrella
C,642,TaxonomyValue,Medicine and Health
C,643,X,0.37
C,643,Y,0.07330450167592303
C,643,TaxonomyLevel,Umbrella
C,643,TaxonomyValue,Medicine and Health
C,644,X,0.38
C,644,Y,0.07366614069062365
C,644,TaxonomyLevel,Umbrella
C,644,TaxonomyValue,Medicine and Health
C,645,X,0.39
C,645,Y,0.0740294212845243
C,645,TaxonomyLevel,Umbrella
C,645,TaxonomyValue,Medicine and Health
C,646,X,0.4
C,646,Y,0.07439434950087427
C,646,TaxonomyLevel,Umbrella
C,646,TaxonomyValue,Medicine and Health
C,647,X,0.41000000000000003
C,647,Y,0.07476093139116916
C,647,TaxonomyLevel,Umbrella
C,647,TaxonomyValue,Medicine and Health
C,648,X,0.42
C,648,Y,0.07512917301500747
C,648,TaxonomyLevel,Umbrella
C,648,TaxonomyValue,Medicine and Health
C,649,X,0.43
C,649,Y,0.07549908043994479
C,649,TaxonomyLevel,Umbrella
C,649,TaxonomyValue,Medicine and Health
C,650,X,0.44
C,650,Y,0.07587065974134659
C,650,TaxonomyLevel,Umbrella
C,650,TaxonomyValue,Medicine and Health
C,651,X,0.45
C,651,Y,0.07624391700223872
C,651,TaxonomyLevel,Umbrella
C,651,TaxonomyValue,Medicine and Health
C,652,X,0.46
C,652,Y,0.07661885831315604
C,652,TaxonomyLevel,Umbrella
C,652,TaxonomyValue,Medicine and Health
C,653,X,0.47000000000000003
C,653,Y,0.07699548977198956
C,653,TaxonomyLevel,Umbrella
C,653,TaxonomyValue,Medicine and Health
C,654,X,0.48
C,654,Y,0.07737381748383093
C,654,TaxonomyLevel,Umbrella
C,654,TaxonomyValue,Medicine and Health
C,655,X,0.49
C,655,Y,0.0777538475608158
C,655,TaxonomyLevel,Umbrella
C,655,TaxonomyValue,Medicine and Health
C,656,X,0.5
C,656,Y,0.07813558612196439
C,656,TaxonomyLevel,Umbrella
C,656,TaxonomyValue,Medicine and Health
C,657,X,0.51
C,657,Y,0.07851903929302088
C,657,TaxonomyLevel,Umbrella
C,657,TaxonomyValue,Medicine and Health
C,658,X,0.52
C,658,Y,0.07890421320629032
C,658,TaxonomyLevel,Umbrella
C,658,TaxonomyValue,Medicine and Health
C,659,X,0.53
C,659,Y,0.07929111400047356
C,659,TaxonomyLevel,Umbrella
C,659,TaxonomyValue,Medicine and Health
C,660,X,0.54
C,660,Y,0.07967974782050066
C,660,TaxonomyLevel,Umbrella
C,660,TaxonomyValue,Medicine and Health
C,661,X,0.55
C,661,Y,0.08007012081736162
C,661,TaxonomyLevel,Umbrella
C,661,TaxonomyValue,Medicine and Health
C,662,X,0.56
C,662,Y,0.08046223914793571
C,662,TaxonomyLevel,Umbrella
C,662,TaxonomyValue,Medicine and Health
C,663,X,0.5700000000000001
C,663,Y,0.08085610897481826
C,663,TaxonomyLevel,Umbrella
C,663,TaxonomyValue,Medicine and Health
C,664,X,0.58
C,664,Y,0.08125173646614586
C,664,TaxonomyLevel,Umbrella
C,664,TaxonomyValue,Medicine and Health
C,665,X,0.59
C,665,Y,0.08164912779541926
C,665,TaxonomyLevel,Umbrella
C,665,TaxonomyValue,Medicine and Health
C,666,X,0.6
C,666,Y,0.08204828914132405
C,666,TaxonomyLevel,Umbrella
C,666,TaxonomyValue,Medicine and Health
C,667,X,0.61
C,667,Y,0.08244922668754978
C,667,TaxonomyLevel,Umbrella
C,667,TaxonomyValue,Medicine and Health
C,668,X,0.62
C,668,Y,0.08285194662260657
C,668,TaxonomyLevel,Umbrella
C,668,TaxonomyValue,Medicine and Health
C,669,X,0.63
C,669,Y,0.08325645513963968
C,669,TaxonomyLevel,Umbrella
C,669,TaxonomyValue,Medicine and Health
C,670,X,0.64
C,670,Y,0.08366275843624223
C,670,TaxonomyLevel,Umbrella
C,670,TaxonomyValue,Medicine and Health
C,671,X,0.65
C,671,Y,0.08407086271426545
C,671,TaxonomyLevel,Umbrella
C,671,TaxonomyValue,Medicine and Health
C,672,X,0.66
C,672,Y,0.0844807741796273
C,672,TaxonomyLevel,Umbrella
C,672,TaxonomyValue,Medicine and Health
C,673,X,0.67
C,673,Y,0.08489249904211833
C,673,TaxonomyLevel,Umbrella
C,673,TaxonomyValue,Medicine and Health
C,674,X,0.68
C,674,Y,0.08530604351520601
C,674,TaxonomyLevel,Umbrella
C,674,TaxonomyValue,Medicine and Health
C,675,X,0.6900000000000001
C,675,Y,0.0857214138158366
C,675,TaxonomyLevel,Umbrella
C,675,TaxonomyValue,Medicine and Health
C,676,X,0.7000000000000001
C,676,Y,0.08613861616423471
C,676,TaxonomyLevel,Umbrella
C,676,TaxonomyValue,Medicine and Health
C,677,X,0.71
C,677,Y,0.08655765678370124
C,677,TaxonomyLevel,Umbrella
C,677,TaxonomyValue,Medicine and Health
C,678,X,0.72
C,678,Y,0.08697854190040848
C,678,TaxonomyLevel,Umbrella
C,678,TaxonomyValue,Medicine and Health
C,679,X,0.73
C,679,Y,0.08740127774319362
C,679,TaxonomyLevel,Umbrella
C,679,TaxonomyValue,Medicine and Health
C,680,X,0.74
C,680,Y,0.08782587054334955
C,680,TaxonomyLevel,Umbrella
C,680,TaxonomyValue,Medicine and Health
C,681,X,0.75
C,681,Y,0.08825232653441392
C,681,TaxonomyLevel,Umbrella
C,681,TaxonomyValue,Medicine and Health
C,682,X,0.76
C,682,Y,0.08868065195195572
C,682,TaxonomyLevel,Umbrella
C,682,TaxonomyValue,Medicine and Health
C,683,X,0.77
C,683,Y,0.08911085303335954
C,683,TaxonomyLevel,Umbrella
C,683,TaxonomyValue,Medicine and Health
C,684,X,0.78
C,684,Y,0.08954293601760802
C,684,TaxonomyLevel,Umbrella
C,684,TaxonomyValue,Medicine and Health
C,685,X,0.79
C,685,Y,0.08997690714506151
C,685,TaxonomyLevel,Umbrella
C,685,TaxonomyValue,Medicine and Health
C,686,X,0.8
C,686,Y,0.09041277265723617
C,686,TaxonomyLevel,Umbrella
C,686,TaxonomyValue,Medicine and Health
C,687,X,0.81
C,687,Y,0.09085053879657894
C,687,TaxonomyLevel,Umbrella
C,687,TaxonomyValue,Medicine and Health
C,688,X,0.8200000000000001
C,688,Y,0.09129021180624121
C,688,TaxonomyLevel,Umbrella
C,688,TaxonomyValue,Medicine and Health
C,689,X,0.8300000000000001
C,689,Y,0.09173179792984942
C,689,TaxonomyLevel,Umbrella
C,689,TaxonomyValue,Medicine and Health
C,690,X,0.84
C,690,Y,0.09217530341127383
C,690,TaxonomyLevel,Umbrella
C,690,TaxonomyValue,Medicine and Health
C,691,X,0.85
C,691,Y,0.09262073449439492
C,691,TaxonomyLevel,Umbrella
C,691,TaxonomyValue,Medicine and Health
C,692,X,0.86
C,692,Y,0.09306809742286744
C,692,TaxonomyLevel,Umbrella
C,692,TaxonomyValue,Medicine and Health
C,693,X,0.87
C,693,Y,0.09351739843988208
C,693,TaxonomyLevel,Umbrella
C,693,TaxonomyValue,Medicine and Health
C,694,X,0.88
C,694,Y,0.09396864378792519
C,694,TaxonomyLevel,Umbrella
C,694,TaxonomyValue,Medicine and Health
C,695,X,0.89
C,695,Y,0.09442183970853561
C,695,TaxonomyLevel,Umbrella
C,695,TaxonomyValue,Medicine and Health
C,696,X,0.9
C,696,Y,0.09487699244205985
C,696,TaxonomyLevel,Umbrella
C,696,TaxonomyValue,Medicine and Health
C,697,X,0.91
C,697,Y,0.0953341082274043
C,697,TaxonomyLevel,Umbrella
C,697,TaxonomyValue,Medicine and Health
C,698,X,0.92
C,698,Y,0.09579319330178562
C,698,TaxonomyLevel,Umbrella
C,698,TaxonomyValue,Medicine and Health
C,699,X,0.93
C,699,Y,0.0962542539004785
C,699,TaxonomyLevel,Umbrella
C,699,TaxonomyValue,Medicine and Health
C,700,X,0.9400000000000001
C,700,Y,0.09671729625656106
C,700,TaxonomyLevel,Umbrella
C,700,TaxonomyValue,Medicine and Health
C,701,X,0.9500000000000001
C,701,Y,0.09718232660065822
C,701,TaxonomyLevel,Umbrella
C,701,TaxonomyValue,Medicine and Health
C,702,X,0.96
C,702,Y,0.09764935116068214
C,702,TaxonomyLevel,Umbrella
C,702,TaxonomyValue,Medicine and Health
C,703,X,0.97
C,703,Y,0.09811837616157106
C,703,TaxonomyLevel,Umbrella
C,703,TaxonomyValue,Medicine and Health
C,704,X,0.98
C,704,Y,0.09858940782502489
C,704,TaxonomyLevel,Umbrella
C,704,TaxonomyValue,Medicine and Health
C,705,X,0.99
C,705,Y,0.09906245236923925
C,705,TaxonomyLevel,Umbrella
C,705,TaxonomyValue,Medicine and Health
C,706,X,1.0
C,706,Y,0.09953751600863663
C,706,TaxonomyLevel,Umbrella
C,706,TaxonomyValue,Medicine and Health
C,707,X,0.0
C,707,Y,0.04421001446657941
C,707,TaxonomyLevel,Umbrella
C,707,TaxonomyValue,Natural Sciences
C,708,X,0.01
C,708,Y,0.04445675928696764
C,708,TaxonomyLevel,Umbrella
C,708,TaxonomyValue,Natural Sciences
C,709,X,0.02
C,709,Y,0.044704816826847335
C,709,TaxonomyLevel,Umbrella
C,709,TaxonomyValue,Natural Sciences
C,710,X,0.03
C,710,Y,0.04495419334955303
C,710,TaxonomyLevel,Umbrella
C,710,TaxonomyValue,Natural Sciences
C,711,X,0.04
C,711,Y,0.04520489514022911
C,711,TaxonomyLevel,Umbrella
C,711,TaxonomyValue,Natural Sciences
C,712,X,0.05
C,712,Y,0.04545692850581138
C,712,TaxonomyLevel,Umbrella
C,712,TaxonomyValue,Natural Sciences
C,713,X,0.06
C,713,Y,0.045710299775007145
C,713,TaxonomyLevel,Umbrella
C,713,TaxonomyValue,Natural Sciences
C,714,X,0.07
C,714,Y,0.04596501529827381
C,714,TaxonomyLevel,Umbrella
C,714,TaxonomyValue,Natural Sciences
C,715,X,0.08
C,715,Y,0.0462210814477962
C,715,TaxonomyLevel,Umbrella
C,715,TaxonomyValue,Natural Sciences
C,716,X,0.09
C,716,Y,0.04647850461746235
C,716,TaxonomyLevel,Umbrella
C,716,TaxonomyValue,Natural Sciences
C,717,X,0.1
C,717,Y,0.04673729122283779
C,717,TaxonomyLevel,Umbrella
C,717,TaxonomyValue,Natural Sciences
C,718,X,0.11
C,718,Y,0.04699744770113855
C,718,TaxonomyLevel,Umbrella
C,718,TaxonomyValue,Natural Sciences
C,719,X,0.12
C,719,Y,0.04725898051120241
C,719,TaxonomyLevel,Umbrella
C,719,TaxonomyValue,Natural Sciences
C,720,X,0.13
C,720,Y,0.04752189613345886
C,720,TaxonomyLevel,Umbrella
C,720,TaxonomyValue,Natural Sciences
C,721,X,0.14
C,721,Y,0.047786201069897415
C,721,TaxonomyLevel,Umbrella
C,721,TaxonomyValue,Natural Sciences
C,722,X,0.15
C,722,Y,0.04805190184403433
C,722,TaxonomyLevel,Umbrella
C,722,TaxonomyValue,Natural Sciences
C,723,X,0.16
C,723,Y,0.04831900500087797
C,723,TaxonomyLevel,Umbrella
C,723,TaxonomyValue,Natural Sciences
C,724,X,0.17
C,724,Y,0.048587517106892394
C,724,TaxonomyLevel,Umbrella
C,724,TaxonomyValue,Natural Sciences
C,725,X,0.18
C,725,Y,0.04885744474995937
C,725,TaxonomyLevel,Umbrella
C,725,TaxonomyValue,Natural Sciences
C,726,X,0.19
C,726,Y,0.0491287945393389
C,726,TaxonomyLevel,Umbrella
C,726,TaxonomyValue,Natural Sciences
C,727,X,0.2
C,727,Y,0.04940157310562788
C,727,TaxonomyLevel,Umbrella
C,727,TaxonomyValue,Natural Sciences
C,728,X,0.21
C,728,Y,0.0496757871007174
C,728,TaxonomyLevel,Umbrella
C,728,TaxonomyValue,Natural Sciences
C,729,X,0.22
C,729,Y,0.049951443197748115
C,729,TaxonomyLevel,Umbrella
C,729,TaxonomyValue,Natural Sciences
C,730,X,0.23
C,730,Y,0.05022854809106407
C,730,TaxonomyLevel,Umbrella
C,730,TaxonomyValue,Natural Sciences
C,731,X,0.24
C,731,Y,0.05050710849616476
C,731,TaxonomyLevel,Umbrella
C,731,TaxonomyValue,Natural Sciences
C,732,X,0.25
C,732,Y,0.050787131149655496
C,732,TaxonomyLevel,Umbrella
C,732,TaxonomyValue,Natural Sciences
C,733,X,0.26
C,733,Y,0.05106862280919589
C,733,TaxonomyLevel,Umbrella
C,733,TaxonomyValue,Natural Sciences
C,734,X,0.27
C,734,Y,0.05135159025344691
C,734,TaxonomyLevel,Umbrella
C,734,TaxonomyValue,Natural Sciences
C,735,X,0.28
C,735,Y,0.05163604028201572
C,735,TaxonomyLevel,Umbrella
C,735,TaxonomyValue,Natural Sciences
C,736,X,0.29
C,736,Y,0.05192197971539903
C,736,TaxonomyLevel,Umbrella
C,736,TaxonomyValue,Natural Sciences
C,737,X,0.3
C,737,Y,0.052209415394924526
C,737,TaxonomyLevel,Umbrella
C,737,TaxonomyValue,Natural Sciences
C,738,X,0.31
C,738,Y,0.052498354182690346
C,738,TaxonomyLevel,Umbrella
C,738,TaxonomyValue,Natural Sciences
C,739,X,0.32
C,739,Y,0.05278880296150294
C,739,TaxonomyLevel,Umbrella
C,739,TaxonomyValue,Natural Sciences
C,740,X,0.33
C,740,Y,0.05308076863481283
C,740,TaxonomyLevel,Umbrella
C,740,TaxonomyValue,Natural Sciences
C,741,X,0.34
C,741,Y,0.053374258126648554
C,741,TaxonomyLevel,Umbrella
C,741,TaxonomyValue,Natural Sciences
C,742,X,0.35000000000000003
C,742,Y,0.053669278381548766
C,742,TaxonomyLevel,Umbrella
C,742,TaxonomyValue,Natural Sciences
C,743,X,0.36
C,743,Y,0.053965836364492106
C,743,TaxonomyLevel,Umbrella
C,743,TaxonomyValue,Natural Sciences
C,744,X,0.37
C,744,Y,0.05426393906082559
C,744,TaxonomyLevel,Umbrella
C,744,TaxonomyValue,Natural Sciences
C,745,X,0.38
C,745,Y,0.054563593476190594
C,745,TaxonomyLevel,Umbrella
C,745,TaxonomyValue,Natural Sciences
C,746,X,0.39
C,746,Y,0.05486480663644702
C,746,TaxonomyLevel,Umbrella
C,746,TaxonomyValue,Natural Sciences
C,747,X,0.4
C,747,Y,0.05516758558759544
C,747,TaxonomyLevel,Umbrella
C,747,TaxonomyValue,Natural Sciences
C,748,X,0.41000000000000003
C,748,Y,0.05547193739569721
C,748,TaxonomyLevel,Umbrella
C,748,TaxonomyValue,Natural Sciences
C,749,X,0.42
C,749,Y,0.05577786914679235
C,749,TaxonomyLevel,Umbrella
C,749,TaxonomyValue,Natural Sciences
C,750,X,0.43
C,750,Y,0.056085387946815723
C,750,TaxonomyLevel,Umbrella
C,750,TaxonomyValue,Natural Sciences
C,751,X,0.44
C,751,Y,0.05639450092151069
C,751,TaxonomyLevel,Umbrella
C,751,TaxonomyValue,Natural Sciences
C,752,X,0.45
C,752,Y,0.05670521521634095
C,752,TaxonomyLevel,Umbrella
C,752,TaxonomyValue,Natural Sciences
C,753,X,0.46
C,753,Y,0.05701753799640003
C,753,TaxonomyLevel,Umbrella
C,753,TaxonomyValue,Natural Sciences
C,754,X,0.47000000000000003
C,754,Y,0.057331476446318835
C,754,TaxonomyLevel,Umbrella
C,754,TaxonomyValue,Natural Sciences
C,755,X,0.48
C,755,Y,0.057647037770170696
C,755,TaxonomyLevel,Umbrella
C,755,TaxonomyValue,Natural Sciences
C,756,X,0.49
C,756,Y,0.05796422919137463
C,756,TaxonomyLevel,Umbrella
C,756,TaxonomyValue,Natural Sciences
C,757,X,0.5
C,757,Y,0.058283057952596
C,757,TaxonomyLevel,Umbrella
C,757,TaxonomyValue,Natural Sciences
C,758,X,0.51
C,758,Y,0.05860353131564515
C,758,TaxonomyLevel,Umbrella
C,758,TaxonomyValue,Natural Sciences
C,759,X,0.52
C,759,Y,0.05892565656137371
C,759,TaxonomyLevel,Umbrella
C,759,TaxonomyValue,Natural Sciences
C,760,X,0.53
C,760,Y,0.059249440989568525
C,760,TaxonomyLevel,Umbrella
C,760,TaxonomyValue,Natural Sciences
C,761,X,0.54
C,761,Y,0.05957489191884349
C,761,TaxonomyLevel,Umbrella
C,761,TaxonomyValue,Natural Sciences
C,762,X,0.55
C,762,Y,0.0599020166865289
C,762,TaxonomyLevel,Umbrella
C,762,TaxonomyValue,Natural Sciences
C,763,X,0.56
C,763,Y,0.06023082264855836
C,763,TaxonomyLevel,Umbrella
C,763,TaxonomyValue,Natural Sciences
C,764,X,0.5700000000000001
C,764,Y,0.060561317179353674
C,764,TaxonomyLevel,Umbrella
C,764,TaxonomyValue,Natural Sciences
C,765,X,0.58
C,765,Y,0.06089350767170682
C,765,TaxonomyLevel,Umbrella
C,765,TaxonomyValue,Natural Sciences
C,766,X,0.59
C,766,Y,0.061227401536660064
C,766,TaxonomyLevel,Umbrella
C,766,TaxonomyValue,Natural Sciences
C,767,X,0.6
C,767,Y,0.06156300620338321
C,767,TaxonomyLevel,Umbrella
C,767,TaxonomyValue,Natural Sciences
C,768,X,0.61
C,768,Y,0.06190032911904865
C,768,TaxonomyLevel,Umbrella
C,768,TaxonomyValue,Natural Sciences
C,769,X,0.62
C,769,Y,0.062239377748703834
C,769,TaxonomyLevel,Umbrella
C,769,TaxonomyValue,Natural Sciences
C,770,X,0.63
C,770,Y,0.06258015957514113
C,770,TaxonomyLevel,Umbrella
C,770,TaxonomyValue,Natural Sciences
C,771,X,0.64
C,771,Y,0.06292268209876546
C,771,TaxonomyLevel,Umbrella
C,771,TaxonomyValue,Natural Sciences
C,772,X,0.65
C,772,Y,0.06326695283745914
C,772,TaxonomyLevel,Umbrella
C,772,TaxonomyValue,Natural Sciences
C,773,X,0.66
C,773,Y,0.06361297932644418
C,773,TaxonomyLevel,Umbrella
C,773,TaxonomyValue,Natural Sciences
C,774,X,0.67
C,774,Y,0.06396076911814212
C,774,TaxonomyLevel,Umbrella
C,774,TaxonomyValue,Natural Sciences
C,775,X,0.68
C,775,Y,0.06431032978203113
C,775,TaxonomyLevel,Umbrella
C,775,TaxonomyValue,Natural Sciences
C,776,X,0.6900000000000001
C,776,Y,0.0646616689045006
C,776,TaxonomyLevel,Umbrella
C,776,TaxonomyValue,Natural Sciences
C,777,X,0.7000000000000001
C,777,Y,0.06501479408870295
C,777,TaxonomyLevel,Umbrella
C,777,TaxonomyValue,Natural Sciences
C,778,X,0.71
C,778,Y,0.06536971295440284
C,778,TaxonomyLevel,Umbrella
C,778,TaxonomyValue,Natural Sciences
C,779,X,0.72
C,779,Y,0.06572643313782375
C,779,TaxonomyLevel,Umbrella
C,779,TaxonomyValue,Natural Sciences
C,780,X,0.73
C,780,Y,0.06608496229149163
C,780,TaxonomyLevel,Umbrella
C,780,TaxonomyValue,Natural Sciences
C,781,X,0.74
C,781,Y,0.06644530808407607
C,781,TaxonomyLevel,Umbrella
C,781,TaxonomyValue,Natural Sciences
C,782,X,0.75
C,782,Y,0.06680747820022848
C,782,TaxonomyLevel,Umbrella
C,782,TaxonomyValue,Natural Sciences
C,783,X,0.76
C,783,Y,0.06717148034041767
C,783,TaxonomyLevel,Umbrella
C,783,TaxonomyValue,Natural Sciences
C,784,X,0.77
C,784,Y,0.06753732222076254
C,784,TaxonomyLevel,Umbrella
C,784,TaxonomyValue,Natural Sciences
C,785,X,0.78
C,785,Y,0.06790501157286194
C,785,TaxonomyLevel,Umbrella
C,785,TaxonomyValue,Natural Sciences
C,786,X,0.79
C,786,Y,0.06827455614362164
C,786,TaxonomyLevel,Umbrella
C,786,TaxonomyValue,Natural Sciences
C,787,X,0.8
C,787,Y,0.06864596369507851
C,787,TaxonomyLevel,Umbrella
C,787,TaxonomyValue,Natural Sciences
C,788,X,0.81
C,788,Y,0.06901924200422184
C,788,TaxonomyLevel,Umbrella
C,788,TaxonomyValue,Natural Sciences
C,789,X,0.8200000000000001
C,789,Y,0.0693943988628116
C,789,TaxonomyLevel,Umbrella
C,789,TaxonomyValue,Natural Sciences
C,790,X,0.8300000000000001
C,790,Y,0.06977144207719385
C,790,TaxonomyLevel,Umbrella
C,790,TaxonomyValue,Natural Sciences
C,791,X,0.84
C,791,Y,0.07015037946811328
C,791,TaxonomyLevel,Umbrella
C,791,TaxonomyValue,Natural Sciences
C,792,X,0.85
C,792,Y,0.07053121887052251
C,792,TaxonomyLevel,Umbrella
C,792,TaxonomyValue,Natural Sciences
C,793,X,0.86
C,793,Y,0.07091396813338872
C,793,TaxonomyLevel,Umbrella
C,793,TaxonomyValue,Natural Sciences
C,794,X,0.87
C,794,Y,0.07129863511949702
C,794,TaxonomyLevel,Umbrella
C,794,TaxonomyValue,Natural Sciences
C,795,X,0.88
C,795,Y,0.0716852277052508
C,795,TaxonomyLevel,Umbrella
C,795,TaxonomyValue,Natural Sciences
C,796,X,0.89
C,796,Y,0.07207375378046921
C,796,TaxonomyLevel,Umbrella
C,796,TaxonomyValue,Natural Sciences
C,797,X,0.9
C,797,Y,0.0724642212481811
C,797,TaxonomyLevel,Umbrella
C,797,TaxonomyValue,Natural Sciences
C,798,X,0.91
C,798,Y,0.07285663802441653
C,798,TaxonomyLevel,Umbrella
C,798,TaxonomyValue,Natural Sciences
C,799,X,0.92
C,799,Y,0.07325101203799447
C,799,TaxonomyLevel,Umbrella
C,799,TaxonomyValue,Natural Sciences
C,800,X,0.93
C,800,Y,0.0736473512303078
C,800,TaxonomyLevel,Umbrella
C,800,TaxonomyValue,Natural Sciences
C,801,X,0.9400000000000001
C,801,Y,0.0740456635551049
C,801,TaxonomyLevel,Umbrella
C,801,TaxonomyValue,Natural Sciences
C,802,X,0.9500000000000001
C,802,Y,0.07444595697826811
C,802,TaxonomyLevel,Umbrella
C,802,TaxonomyValue,Natural Sciences
C,803,X,0.96
C,803,Y,0.07484823947758906
C,803,TaxonomyLevel,Umbrella
C,803,TaxonomyValue,Natural Sciences
C,804,X,0.97
C,804,Y,0.0752525190425406
C,804,TaxonomyLevel,Umbrella
C,804,TaxonomyValue,Natural Sciences
C,805,X,0.98
C,805,Y,0.07565880367404561
C,805,TaxonomyLevel,Umbrella
C,805,TaxonomyValue,Natural Sciences
C,806,X,0.99
C,806,Y,0.07606710138424241
C,806,TaxonomyLevel,Umbrella
C,806,TaxonomyValue,Natural Sciences
C,807,X,1.0
C,807,Y,0.076477420196247
C,807,TaxonomyLevel,Umbrella
C,807,TaxonomyValue,Natural Sciences
C,808,X,0.0
C,808,Y,0.040239393906146975
C,808,TaxonomyLevel,Umbrella
C,808,TaxonomyValue,Social Sciences
C,809,X,0.01
C,809,Y,0.0404600517300577
C,809,TaxonomyLevel,Umbrella
C,809,TaxonomyValue,Social Sciences
C,810,X,0.02
C,810,Y,0.04068186827003866
C,810,TaxonomyLevel,Umbrella
C,810,TaxonomyValue,Social Sciences
C,811,X,0.03
C,811,Y,0.04090484904701143
C,811,TaxonomyLevel,Umbrella
C,811,TaxonomyValue,Social Sciences
C,812,X,0.04
C,812,Y,0.041128999601998645
C,812,TaxonomyLevel,Umbrella
C,812,TaxonomyValue,Social Sciences
C,813,X,0.05
C,813,Y,0.041354325496126394
C,813,TaxonomyLevel,Umbrella
C,813,TaxonomyValue,Social Sciences
C,814,X,0.06
C,814,Y,0.041580832310625405
C,814,TaxonomyLevel,Umbrella
C,814,TaxonomyValue,Social Sciences
C,815,X,0.07
C,815,Y,0.041808525646831546
C,815,TaxonomyLevel,Umbrella
C,815,TaxonomyValue,Social Sciences
C,816,X,0.08
C,816,Y,0.042037411126184976
C,816,TaxonomyLevel,Umbrella
C,816,TaxonomyValue,Social Sciences
C,817,X,0.09
C,817,Y,0.042267494390228574
C,817,TaxonomyLevel,Umbrella
C,817,TaxonomyValue,Social Sciences
C,818,X,0.1
C,818,Y,0.04249878110060512
C,818,TaxonomyLevel,Umbrella
C,818,TaxonomyValue,Social Sciences
C,819,X,0.11
C,819,Y,0.042731276939053466
C,819,TaxonomyLevel,Umbrella
C,819,TaxonomyValue,Social Sciences
C,820,X,0.12
C,820,Y,0.04296498760740377
C,820,TaxonomyLevel,Umbrella
C,820,TaxonomyValue,Social Sciences
C,821,X,0.13
C,821,Y,0.043199918827571515
C,821,TaxonomyLevel,Umbrella
C,821,TaxonomyValue,Social Sciences
C,822,X,0.14
C,822,Y,0.04343607634155038
C,822,TaxonomyLevel,Umbrella
C,822,TaxonomyValue,Social Sciences
C,823,X,0.15
C,823,Y,0.04367346591140426
C,823,TaxonomyLevel,Umbrella
C,823,TaxonomyValue,Social Sciences
C,824,X,0.16
C,824,Y,0.043912093319257925
C,824,TaxonomyLevel,Umbrella
C,824,TaxonomyValue,Social Sciences
C,825,X,0.17
C,825,Y,0.044151964367286606
C,825,TaxonomyLevel,Umbrella
C,825,TaxonomyValue,Social Sciences
C,826,X,0.18
C,826,Y,0.04439308487770453
C,826,TaxonomyLevel,Umbrella
C,826,TaxonomyValue,Social Sciences
C,827,X,0.19
C,827,Y,0.04463546069275222
C,827,TaxonomyLevel,Umbrella
C,827,TaxonomyValue,Social Sciences
C,828,X,0.2
C,828,Y,0.04487909767468252
C,828,TaxonomyLevel,Umbrella
C,828,TaxonomyValue,Social Sciences
C,829,X,0.21
C,829,Y,0.04512400170574567
C,829,TaxonomyLevel,Umbrella
C,829,TaxonomyValue,Social Sciences
C,830,X,0.22
C,830,Y,0.045370178688173
C,830,TaxonomyLevel,Umbrella
C,830,TaxonomyValue,Social Sciences
C,831,X,0.23
C,831,Y,0.045617634544159416
C,831,TaxonomyLevel,Umbrella
C,831,TaxonomyValue,Social Sciences
C,832,X,0.24
C,832,Y,0.04586637521584479
C,832,TaxonomyLevel,Umbrella
